Handle,Title,Body (HTML),Vendor,Type,Tags,Published,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Option3 Name,Option3 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Src,Image Position,Image Src,Image Position,Image Src,Image Position,Image Src,Image Position,Image Src,Image Position,Image Src,Image Position,Image Src,Image Position,Image Src,Image Position,Image Src,Image Position,Image Src,Image Position,Image Src,Image Position,Image Src,Image Position,Image Src,Image Position,Image Src,Image Position,Image Src,Image Position,Image Src,Image Position,Image Src,Image Position,Image Src,Image Position,Image Src,Image Position,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / AdWords Grouping,Google Shopping / AdWords Labels,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item
Dacia-Duster-1-2-TCe-125-Black-Shadow-4x2-Navi-Klima,,,,,,,,10 Monate,,1500 km,,,ADA,0,,0,deny,manual,568,,FALSCH,WAHR
Dacia-Duster-1-2-TCe-125-Black-Shadow-4x2-Navi-Klima,,,,,,,,10 Monate,,2000 km,,,ADA,0,,0,deny,manual,603,,FALSCH,WAHR
Dacia-Duster-1-2-TCe-125-Black-Shadow-4x2-Navi-Klima,,,,,,,,10 Monate,,2500 km,,,ADA,0,,0,deny,manual,637,,FALSCH,WAHR
Dacia-Duster-1-2-TCe-125-Black-Shadow-4x2-Navi-Klima,,,,,,,,11 Monate,,500 km,,,ADA,0,,0,deny,manual,496,,FALSCH,WAHR
Dacia-Duster-1-2-TCe-125-Black-Shadow-4x2-Navi-Klima,,,,,,,,11 Monate,,1000 km,,,ADA,0,,0,deny,manual,531,,FALSCH,WAHR
Dacia-Duster-1-2-TCe-125-Black-Shadow-4x2-Navi-Klima,,,,,,,,11 Monate,,1500 km,,,ADA,0,,0,deny,manual,565,,FALSCH,WAHR
Dacia-Duster-1-2-TCe-125-Black-Shadow-4x2-Navi-Klima,,,,,,,,11 Monate,,2000 km,,,ADA,0,,0,deny,manual,600,,FALSCH,WAHR
Dacia-Duster-1-2-TCe-125-Black-Shadow-4x2-Navi-Klima,,,,,,,,11 Monate,,2500 km,,,ADA,0,,0,deny,manual,635,,FALSCH,WAHR
Dacia-Duster-1-2-TCe-125-Black-Shadow-4x2-Navi-Klima,,,,,,,,12 Monate,,500 km,,,ADA,0,,0,deny,manual,494,,FALSCH,WAHR
Dacia-Duster-1-2-TCe-125-Black-Shadow-4x2-Navi-Klima,,,,,,,,12 Monate,,1000 km,,,ADA,0,,0,deny,manual,529,,FALSCH,WAHR
Dacia-Duster-1-2-TCe-125-Black-Shadow-4x2-Navi-Klima,,,,,,,,12 Monate,,1500 km,,,ADA,0,,0,deny,manual,563,,FALSCH,WAHR
Dacia-Duster-1-2-TCe-125-Black-Shadow-4x2-Navi-Klima,,,,,,,,12 Monate,,2000 km,,,ADA,0,,0,deny,manual,598,,FALSCH,WAHR
Dacia-Duster-1-2-TCe-125-Black-Shadow-4x2-Navi-Klima,,,,,,,,12 Monate,,2500 km,,,ADA,0,,0,deny,manual,633,,FALSCH,WAHR
Fiat-500X-1-4-MultiAir-Cross-Plus-4x4-EURO6,Fiat 500X 1 4 MultiAir Cross Plus 4x4 EURO6,"<p>
<strong>Abholadresse</strong>
Kolonnenstr. 31
10829 Berlin
Deutschland<br>
<strong>Fahrzeugzustand</strong>
Unfallfrei<br>
<strong>Kategorie</strong>
SUV / Geländewagen / Pickup<br>
<strong>Herkunft</strong>
Deutsche Ausführung<br>
<strong>Kilometerstand</strong>
18.989 km<br>
<strong>Hubraum</strong>
1.368 cm³<br>
<strong>Leistung</strong>
125 kW (170 PS)<br>
<strong>Kraftstoffart</strong>
Benzin<br>
<strong>Verbrauch</strong><br>
ca. 6,7 l/100km (kombiniert)<br>
ca. 8,5 l/100km (innerorts)<br>
ca. 5,7 l/100km (außerorts)<br>
<strong>CO2-Emission</strong>
ca. 159 g/km (kombiniert)<br>
<strong>Anzahl der Türen</strong>
4/5<br>
<strong>Anzahl Sitzplätze</strong>
5<br>
<strong>Getriebe</strong>
Automatik<br>
<strong>Schadstoffklasse</strong>
Euro6<br>
<strong>Umweltplakette</strong>
4 (Grün)<br>
<strong>Erstzulassung</strong>
05/2016<br>
<strong>Anzahl der Fahrzeughalter</strong>
1<br>
<strong>HU</strong>
Neu<br>
<strong>Klimatisierung</strong>
Klimaautomatik<br>
<strong>Farbe (Hersteller)</strong>
Stahl-Grau<br>
<strong>Farbe</strong>
Grau Metallic<br>
<strong>Innenausstattung</strong>
Andere, Grau<br>
<strong>Weitere Eigenschaften</strong><br>
ABS, Allradantrieb, Allwetterreifen, Ambiente-Beleuchtung, Armlehne, Beheizbares Lenkrad, Berganfahrassistent, Bi-Xenon Scheinwerfer, Bluetooth, Bordcomputer, Elektr. Fensterheber, Elektr. Seitenspiegel, Elektr. Wegfahrsperre, ESP, Freisprecheinrichtung, Garantie, Geschwindigkeitsbegrenzer, Innenspiegel autom. abblendend, Isofix, Lederlenkrad, Leichtmetallfelgen, Lichtsensor, Multifunktionslenkrad, Navigationssystem, Nebelscheinwerfer, Pannenkit, Regensensor, Reifendruckkontrolle, Schaltwippen, Servolenkung, Sitzheizung, Spurhalteassistent, Start/Stopp-Automatik, Tagfahrlicht, Tempomat, Touchscreen, Tuner/Radio, USB, Zentralverriegelung
</p>",Fiat,,"Marke_Fiat, Typ_SUV, Alter_maximal 5 Jahre,Alter_Alle, Kilometerstand_maximal 20.000 km,Kilometerstand_maximal 50.000 km,Kilometerstand_maximal 80.000 km,Kilometerstand_maximal 100.000 km, Leistung_150 bis 200 PS,Leistung_Alle, Schaltung_Automatik, Farbe_Grau, Kraftstoff_Benzin, Zustand_Gebraucht, Preis_Premium (ab 400 €)",WAHR,Deine Abo Dauer,3 Monate,Dein monatliches Kilometerpaket,500 km,,,ADA,0,,0,deny,manual,523,,FALSCH,WAHR,,https://i.ebayimg.com/00/s/MTIwMFgxNjAw/z/1F8AAOSwxzleb8mz/$_27.JPG,1,https://i.ebayimg.com/00/s/MTIwMFgxNjAw/z/qYAAAOSwTjdeb8mz/$_27.JPG,2,https://i.ebayimg.com/00/s/MTIwMFgxNjAw/z/R4kAAOSwmAheb8mz/$_27.JPG,3,https://i.ebayimg.com/00/s/MTIwMFgxNjAw/z/OzgAAOSwW8leb8mz/$_27.JPG,4,https://i.ebayimg.com/00/s/MTIwMFgxNjAw/z/VIwAAOSwwU9eb8my/$_27.JPG,5,https://i.ebayimg.com/00/s/MTIwMFgxNjAw/z/86IAAOSwWc1eb8mz/$_27.JPG,6,https://i.ebayimg.com/00/s/MTIwMFgxNjAw/z/97UAAOSwp7xeb8my/$_27.JPG,7,https://i.ebayimg.com/00/s/MTIwMFgxNjAw/z/N9AAAOSwLNteb8my/$_27.JPG,8,https://i.ebayimg.com/00/s/MTIwMFgxNjAw/z/8-kAAOSwRVReb8my/$_27.JPG,9,https://i.ebayimg.com/00/s/MTIwMFgxNjAw/z/~P8AAOSwoNpeb8mz/$_27.JPG,10,https://i.ebayimg.com/00/s/MTIwMFgxNjAw/z/1F8AAOSwxzleb8mz/$_27.JPG,11,,,,,,,,,,,,,,,,,,,,,nil
Fiat-500X-1-4-MultiAir-Cross-Plus-4x4-EURO6,,,,,,,,3 Monate,,1000 km,,,ADA,0,,0,deny,manual,553,,FALSCH,WAHR
Fiat-500X-1-4-MultiAir-Cross-Plus-4x4-EURO6,,,,,,,,3 Monate,,1500 km,,,ADA,0,,0,deny,manual,583,,FALSCH,WAHR
Fiat-500X-1-4-MultiAir-Cross-Plus-4x4-EURO6,,,,,,,,3 Monate,,2000 km,,,ADA,0,,0,deny,manual,614,,FALSCH,WAHR
Fiat-500X-1-4-MultiAir-Cross-Plus-4x4-EURO6,,,,,,,,3 Monate,,2500 km,,,ADA,0,,0,deny,manual,644,,FALSCH,WAHR
Fiat-500X-1-4-MultiAir-Cross-Plus-4x4-EURO6,,,,,,,,4 Monate,,500 km,,,ADA,0,,0,deny,manual,512,,FALSCH,WAHR
Fiat-500X-1-4-MultiAir-Cross-Plus-4x4-EURO6,,,,,,,,4 Monate,,1000 km,,,ADA,0,,0,deny,manual,542,,FALSCH,WAHR
Fiat-500X-1-4-MultiAir-Cross-Plus-4x4-EURO6,,,,,,,,4 Monate,,1500 km,,,ADA,0,,0,deny,manual,573,,FALSCH,WAHR
Fiat-500X-1-4-MultiAir-Cross-Plus-4x4-EURO6,,,,,,,,4 Monate,,2000 km,,,ADA,0,,0,deny,manual,603,,FALSCH,WAHR
Fiat-500X-1-4-MultiAir-Cross-Plus-4x4-EURO6,,,,,,,,4 Monate,,2500 km,,,ADA,0,,0,deny,manual,633,,FALSCH,WAHR
Fiat-500X-1-4-MultiAir-Cross-Plus-4x4-EURO6,,,,,,,,5 Monate,,500 km,,,ADA,0,,0,deny,manual,505,,FALSCH,WAHR
Fiat-500X-1-4-MultiAir-Cross-Plus-4x4-EURO6,,,,,,,,5 Monate,,1000 km,,,ADA,0,,0,deny,manual,536,,FALSCH,WAHR
Fiat-500X-1-4-MultiAir-Cross-Plus-4x4-EURO6,,,,,,,,5 Monate,,1500 km,,,ADA,0,,0,deny,manual,566,,FALSCH,WAHR
Fiat-500X-1-4-MultiAir-Cross-Plus-4x4-EURO6,,,,,,,,5 Monate,,2000 km,,,ADA,0,,0,deny,manual,596,,FALSCH,WAHR
Fiat-500X-1-4-MultiAir-Cross-Plus-4x4-EURO6,,,,,,,,5 Monate,,2500 km,,,ADA,0,,0,deny,manual,627,,FALSCH,WAHR
Fiat-500X-1-4-MultiAir-Cross-Plus-4x4-EURO6,,,,,,,,6 Monate,,500 km,,,ADA,0,,0,deny,manual,501,,FALSCH,WAHR
Fiat-500X-1-4-MultiAir-Cross-Plus-4x4-EURO6,,,,,,,,6 Monate,,1000 km,,,ADA,0,,0,deny,manual,531,,FALSCH,WAHR
Fiat-500X-1-4-MultiAir-Cross-Plus-4x4-EURO6,,,,,,,,6 Monate,,1500 km,,,ADA,0,,0,deny,manual,562,,FALSCH,WAHR
Fiat-500X-1-4-MultiAir-Cross-Plus-4x4-EURO6,,,,,,,,6 Monate,,2000 km,,,ADA,0,,0,deny,manual,592,,FALSCH,WAHR
Fiat-500X-1-4-MultiAir-Cross-Plus-4x4-EURO6,,,,,,,,6 Monate,,2500 km,,,ADA,0,,0,deny,manual,644,,FALSCH,WAHR
Fiat-500X-1-4-MultiAir-Cross-Plus-4x4-EURO6,,,,,,,,7 Monate,,500 km,,,ADA,0,,0,deny,manual,516,,FALSCH,WAHR
Fiat-500X-1-4-MultiAir-Cross-Plus-4x4-EURO6,,,,,,,,7 Monate,,1000 km,,,ADA,0,,0,deny,manual,547,,FALSCH,WAHR
Fiat-500X-1-4-MultiAir-Cross-Plus-4x4-EURO6,,,,,,,,7 Monate,,1500 km,,,ADA,0,,0,deny,manual,577,,FALSCH,WAHR
Fiat-500X-1-4-MultiAir-Cross-Plus-4x4-EURO6,,,,,,,,7 Monate,,2000 km,,,ADA,0,,0,deny,manual,608,,FALSCH,WAHR
Fiat-500X-1-4-MultiAir-Cross-Plus-4x4-EURO6,,,,,,,,7 Monate,,2500 km,,,ADA,0,,0,deny,manual,638,,FALSCH,WAHR
Fiat-500X-1-4-MultiAir-Cross-Plus-4x4-EURO6,,,,,,,,8 Monate,,500 km,,,ADA,0,,0,deny,manual,512,,FALSCH,WAHR
Fiat-500X-1-4-MultiAir-Cross-Plus-4x4-EURO6,,,,,,,,8 Monate,,1000 km,,,ADA,0,,0,deny,manual,542,,FALSCH,WAHR
Fiat-500X-1-4-MultiAir-Cross-Plus-4x4-EURO6,,,,,,,,8 Monate,,1500 km,,,ADA,0,,0,deny,manual,572,,FALSCH,WAHR
Fiat-500X-1-4-MultiAir-Cross-Plus-4x4-EURO6,,,,,,,,8 Monate,,2000 km,,,ADA,0,,0,deny,manual,603,,FALSCH,WAHR
Fiat-500X-1-4-MultiAir-Cross-Plus-4x4-EURO6,,,,,,,,8 Monate,,2500 km,,,ADA,0,,0,deny,manual,633,,FALSCH,WAHR
Fiat-500X-1-4-MultiAir-Cross-Plus-4x4-EURO6,,,,,,,,9 Monate,,500 km,,,ADA,0,,0,deny,manual,508,,FALSCH,WAHR
Fiat-500X-1-4-MultiAir-Cross-Plus-4x4-EURO6,,,,,,,,9 Monate,,1000 km,,,ADA,0,,0,deny,manual,538,,FALSCH,WAHR
Fiat-500X-1-4-MultiAir-Cross-Plus-4x4-EURO6,,,,,,,,9 Monate,,1500 km,,,ADA,0,,0,deny,manual,569,,FALSCH,WAHR
Fiat-500X-1-4-MultiAir-Cross-Plus-4x4-EURO6,,,,,,,,9 Monate,,2000 km,,,ADA,0,,0,deny,manual,599,,FALSCH,WAHR
Fiat-500X-1-4-MultiAir-Cross-Plus-4x4-EURO6,,,,,,,,9 Monate,,2500 km,,,ADA,0,,0,deny,manual,630,,FALSCH,WAHR
Fiat-500X-1-4-MultiAir-Cross-Plus-4x4-EURO6,,,,,,,,10 Monate,,500 km,,,ADA,0,,0,deny,manual,505,,FALSCH,WAHR
Fiat-500X-1-4-MultiAir-Cross-Plus-4x4-EURO6,,,,,,,,10 Monate,,1000 km,,,ADA,0,,0,deny,manual,536,,FALSCH,WAHR
Fiat-500X-1-4-MultiAir-Cross-Plus-4x4-EURO6,,,,,,,,10 Monate,,1500 km,,,ADA,0,,0,deny,manual,566,,FALSCH,WAHR
Fiat-500X-1-4-MultiAir-Cross-Plus-4x4-EURO6,,,,,,,,10 Monate,,2000 km,,,ADA,0,,0,deny,manual,596,,FALSCH,WAHR
Fiat-500X-1-4-MultiAir-Cross-Plus-4x4-EURO6,,,,,,,,10 Monate,,2500 km,,,ADA,0,,0,deny,manual,627,,FALSCH,WAHR
Fiat-500X-1-4-MultiAir-Cross-Plus-4x4-EURO6,,,,,,,,11 Monate,,500 km,,,ADA,0,,0,deny,manual,503,,FALSCH,WAHR
Fiat-500X-1-4-MultiAir-Cross-Plus-4x4-EURO6,,,,,,,,11 Monate,,1000 km,,,ADA,0,,0,deny,manual,533,,FALSCH,WAHR
Fiat-500X-1-4-MultiAir-Cross-Plus-4x4-EURO6,,,,,,,,11 Monate,,1500 km,,,ADA,0,,0,deny,manual,564,,FALSCH,WAHR
Fiat-500X-1-4-MultiAir-Cross-Plus-4x4-EURO6,,,,,,,,11 Monate,,2000 km,,,ADA,0,,0,deny,manual,594,,FALSCH,WAHR
Fiat-500X-1-4-MultiAir-Cross-Plus-4x4-EURO6,,,,,,,,11 Monate,,2500 km,,,ADA,0,,0,deny,manual,624,,FALSCH,WAHR
Fiat-500X-1-4-MultiAir-Cross-Plus-4x4-EURO6,,,,,,,,12 Monate,,500 km,,,ADA,0,,0,deny,manual,501,,FALSCH,WAHR
Fiat-500X-1-4-MultiAir-Cross-Plus-4x4-EURO6,,,,,,,,12 Monate,,1000 km,,,ADA,0,,0,deny,manual,531,,FALSCH,WAHR
Fiat-500X-1-4-MultiAir-Cross-Plus-4x4-EURO6,,,,,,,,12 Monate,,1500 km,,,ADA,0,,0,deny,manual,562,,FALSCH,WAHR
Fiat-500X-1-4-MultiAir-Cross-Plus-4x4-EURO6,,,,,,,,12 Monate,,2000 km,,,ADA,0,,0,deny,manual,592,,FALSCH,WAHR
Fiat-500X-1-4-MultiAir-Cross-Plus-4x4-EURO6,,,,,,,,12 Monate,,2500 km,,,ADA,0,,0,deny,manual,622,,FALSCH,WAHR
Fiat-Tipo-1-4-16V-Pop-Klimaanlage,Fiat Tipo 1 4 16V Pop Klimaanlage,"<p>
<strong>Abholadresse</strong>
Kolonnenstr. 31
10829 Berlin
Deutschland<br>
<strong>Fahrzeugzustand</strong>
Unfallfrei<br>
<strong>Kategorie</strong>
Limousine<br>
<strong>Herkunft</strong>
Deutsche Ausführung<br>
<strong>Kilometerstand</strong>
59.100 km<br>
<strong>Hubraum</strong>
1.368 cm³<br>
<strong>Leistung</strong>
70 kW (95 PS)<br>
<strong>Kraftstoffart</strong>
Benzin<br>
<strong>Verbrauch</strong><br>
ca. 5,7 l/100km (kombiniert)<br>
ca. 7,7 l/100km (innerorts)<br>
ca. 4,6 l/100km (außerorts)<br>
<strong>CO2-Emission</strong>
ca. 133 g/km (kombiniert)<br>
<strong>Anzahl der Türen</strong>
4/5<br>
<strong>Anzahl Sitzplätze</strong>
5<br>
<strong>Getriebe</strong>
Schaltgetriebe<br>
<strong>Schadstoffklasse</strong>
Euro6<br>
<strong>Umweltplakette</strong>
4 (Grün)<br>
<strong>Erstzulassung</strong>
03/2016<br>
<strong>Anzahl der Fahrzeughalter</strong>
2<br>
<strong>HU</strong>
Neu<br>
<strong>Klimatisierung</strong>
Klimaanlage<br>
<strong>Farbe (Hersteller)</strong>
<br>
<strong>Farbe</strong>
Weiß Metallic<br>
<strong>Innenausstattung</strong>
Stoff, Schwarz<br>
<strong>Weitere Eigenschaften</strong><br>
ABS, Bordcomputer, Elektr. Fensterheber, Elektr. Heckklappe, Elektr. Seitenspiegel, Elektr. Wegfahrsperre, ESP, Garantie, Pannenkit, Reifendruckkontrolle, Scheckheftgepflegt, Servolenkung, Sommerreifen, Tagfahrlicht, Traktionskontrolle, Tuner/Radio, USB, Zentralverriegelung
</p>",Fiat,,"Marke_Fiat, Typ_Limousine, Alter_maximal 5 Jahre,Alter_Alle, Kilometerstand_maximal 80.000 km,Kilometerstand_maximal 100.000 km, Leistung_70 bis 100 PS,Leistung_Alle, Schaltung_Schaltgetriebe, Farbe_Weiß, Kraftstoff_Benzin, Zustand_Gebraucht, Preis_Mittel (200 bis 400 €)",WAHR,Deine Abo Dauer,3 Monate,Dein monatliches Kilometerpaket,500 km,,,ADA,0,,0,deny,manual,360,,FALSCH,WAHR,,https://i.ebayimg.com/00/s/NzIwWDEyODA=/z/kgcAAOSw4rte8Ox4/$_27.JPG,1,https://i.ebayimg.com/00/s/NzIwWDEyODA=/z/EA0AAOSwyHFe8Ox4/$_27.JPG,2,https://i.ebayimg.com/00/s/NzIwWDEyODA=/z/jI4AAOSwfcle8Ox4/$_27.JPG,3,https://i.ebayimg.com/00/s/NzIwWDEyODA=/z/Rz0AAOSwiRBe8Ox4/$_27.JPG,4,https://i.ebayimg.com/00/s/NzIwWDEyODA=/z/gYQAAOSwZgBe8Ox4/$_27.JPG,5,https://i.ebayimg.com/00/s/NzIwWDEyODA=/z/pU0AAOSwGnJe8Ox4/$_27.JPG,6,https://i.ebayimg.com/00/s/NzIwWDEyODA=/z/T8IAAOSw~INe8Ox4/$_27.JPG,7,https://i.ebayimg.com/00/s/NzIwWDEyODA=/z/QloAAOSw3V1e8Ox6/$_27.JPG,8,https://i.ebayimg.com/00/s/NzIwWDEyODA=/z/-MgAAOSwdTRe8Ox4/$_27.JPG,9,https://i.ebayimg.com/00/s/NzIwWDEyODA=/z/h8gAAOSwy81e8Ox4/$_27.JPG,10,https://i.ebayimg.com/00/s/NzIwWDEyODA=/z/0NIAAOSwOahe8Ox4/$_27.JPG,11,https://i.ebayimg.com/00/s/NzIwWDEyODA=/z/WJoAAOSwc2le8Ox4/$_27.JPG,12,https://i.ebayimg.com/00/s/NzIwWDEyODA=/z/5AoAAOSwmaBe8Ox4/$_27.JPG,13,https://i.ebayimg.com/00/s/NzIwWDEyODA=/z/Ma4AAOSwMkJe8Ox5/$_27.JPG,14,https://i.ebayimg.com/00/s/NzIwWDEyODA=/z/kgcAAOSw4rte8Ox4/$_27.JPG,15,,,,,,,,,,,,,nil
Fiat-Tipo-1-4-16V-Pop-Klimaanlage,,,,,,,,3 Monate,,1000 km,,,ADA,0,,0,deny,manual,377,,FALSCH,WAHR
Fiat-Tipo-1-4-16V-Pop-Klimaanlage,,,,,,,,3 Monate,,1500 km,,,ADA,0,,0,deny,manual,394,,FALSCH,WAHR
Fiat-Tipo-1-4-16V-Pop-Klimaanlage,,,,,,,,3 Monate,,2000 km,,,ADA,0,,0,deny,manual,412,,FALSCH,WAHR
Fiat-Tipo-1-4-16V-Pop-Klimaanlage,,,,,,,,3 Monate,,2500 km,,,ADA,0,,0,deny,manual,429,,FALSCH,WAHR
Fiat-Tipo-1-4-16V-Pop-Klimaanlage,,,,,,,,4 Monate,,500 km,,,ADA,0,,0,deny,manual,349,,FALSCH,WAHR
Fiat-Tipo-1-4-16V-Pop-Klimaanlage,,,,,,,,4 Monate,,1000 km,,,ADA,0,,0,deny,manual,366,,FALSCH,WAHR
Fiat-Tipo-1-4-16V-Pop-Klimaanlage,,,,,,,,4 Monate,,1500 km,,,ADA,0,,0,deny,manual,383,,FALSCH,WAHR
Fiat-Tipo-1-4-16V-Pop-Klimaanlage,,,,,,,,4 Monate,,2000 km,,,ADA,0,,0,deny,manual,401,,FALSCH,WAHR
Fiat-Tipo-1-4-16V-Pop-Klimaanlage,,,,,,,,4 Monate,,2500 km,,,ADA,0,,0,deny,manual,418,,FALSCH,WAHR
Fiat-Tipo-1-4-16V-Pop-Klimaanlage,,,,,,,,5 Monate,,500 km,,,ADA,0,,0,deny,manual,342,,FALSCH,WAHR
Fiat-Tipo-1-4-16V-Pop-Klimaanlage,,,,,,,,5 Monate,,1000 km,,,ADA,0,,0,deny,manual,360,,FALSCH,WAHR
Fiat-Tipo-1-4-16V-Pop-Klimaanlage,,,,,,,,5 Monate,,1500 km,,,ADA,0,,0,deny,manual,377,,FALSCH,WAHR
Fiat-Tipo-1-4-16V-Pop-Klimaanlage,,,,,,,,5 Monate,,2000 km,,,ADA,0,,0,deny,manual,394,,FALSCH,WAHR
Fiat-Tipo-1-4-16V-Pop-Klimaanlage,,,,,,,,5 Monate,,2500 km,,,ADA,0,,0,deny,manual,412,,FALSCH,WAHR
Fiat-Tipo-1-4-16V-Pop-Klimaanlage,,,,,,,,6 Monate,,500 km,,,ADA,0,,0,deny,manual,338,,FALSCH,WAHR
Fiat-Tipo-1-4-16V-Pop-Klimaanlage,,,,,,,,6 Monate,,1000 km,,,ADA,0,,0,deny,manual,355,,FALSCH,WAHR
Fiat-Tipo-1-4-16V-Pop-Klimaanlage,,,,,,,,6 Monate,,1500 km,,,ADA,0,,0,deny,manual,373,,FALSCH,WAHR
Fiat-Tipo-1-4-16V-Pop-Klimaanlage,,,,,,,,6 Monate,,2000 km,,,ADA,0,,0,deny,manual,390,,FALSCH,WAHR
Fiat-Tipo-1-4-16V-Pop-Klimaanlage,,,,,,,,6 Monate,,2500 km,,,ADA,0,,0,deny,manual,429,,FALSCH,WAHR
Fiat-Tipo-1-4-16V-Pop-Klimaanlage,,,,,,,,7 Monate,,500 km,,,ADA,0,,0,deny,manual,353,,FALSCH,WAHR
Fiat-Tipo-1-4-16V-Pop-Klimaanlage,,,,,,,,7 Monate,,1000 km,,,ADA,0,,0,deny,manual,371,,FALSCH,WAHR
Fiat-Tipo-1-4-16V-Pop-Klimaanlage,,,,,,,,7 Monate,,1500 km,,,ADA,0,,0,deny,manual,388,,FALSCH,WAHR
Fiat-Tipo-1-4-16V-Pop-Klimaanlage,,,,,,,,7 Monate,,2000 km,,,ADA,0,,0,deny,manual,405,,FALSCH,WAHR
Fiat-Tipo-1-4-16V-Pop-Klimaanlage,,,,,,,,7 Monate,,2500 km,,,ADA,0,,0,deny,manual,423,,FALSCH,WAHR
Fiat-Tipo-1-4-16V-Pop-Klimaanlage,,,,,,,,8 Monate,,500 km,,,ADA,0,,0,deny,manual,349,,FALSCH,WAHR
Fiat-Tipo-1-4-16V-Pop-Klimaanlage,,,,,,,,8 Monate,,1000 km,,,ADA,0,,0,deny,manual,366,,FALSCH,WAHR
Fiat-Tipo-1-4-16V-Pop-Klimaanlage,,,,,,,,8 Monate,,1500 km,,,ADA,0,,0,deny,manual,383,,FALSCH,WAHR
Fiat-Tipo-1-4-16V-Pop-Klimaanlage,,,,,,,,8 Monate,,2000 km,,,ADA,0,,0,deny,manual,401,,FALSCH,WAHR
Fiat-Tipo-1-4-16V-Pop-Klimaanlage,,,,,,,,8 Monate,,2500 km,,,ADA,0,,0,deny,manual,418,,FALSCH,WAHR
Fiat-Tipo-1-4-16V-Pop-Klimaanlage,,,,,,,,9 Monate,,500 km,,,ADA,0,,0,deny,manual,345,,FALSCH,WAHR
Fiat-Tipo-1-4-16V-Pop-Klimaanlage,,,,,,,,9 Monate,,1000 km,,,ADA,0,,0,deny,manual,362,,FALSCH,WAHR
Fiat-Tipo-1-4-16V-Pop-Klimaanlage,,,,,,,,9 Monate,,1500 km,,,ADA,0,,0,deny,manual,380,,FALSCH,WAHR
Fiat-Tipo-1-4-16V-Pop-Klimaanlage,,,,,,,,9 Monate,,2000 km,,,ADA,0,,0,deny,manual,397,,FALSCH,WAHR
Fiat-Tipo-1-4-16V-Pop-Klimaanlage,,,,,,,,9 Monate,,2500 km,,,ADA,0,,0,deny,manual,415,,FALSCH,WAHR
Fiat-Tipo-1-4-16V-Pop-Klimaanlage,,,,,,,,10 Monate,,500 km,,,ADA,0,,0,deny,manual,342,,FALSCH,WAHR
Fiat-Tipo-1-4-16V-Pop-Klimaanlage,,,,,,,,10 Monate,,1000 km,,,ADA,0,,0,deny,manual,360,,FALSCH,WAHR
Fiat-Tipo-1-4-16V-Pop-Klimaanlage,,,,,,,,10 Monate,,1500 km,,,ADA,0,,0,deny,manual,377,,FALSCH,WAHR
Fiat-Tipo-1-4-16V-Pop-Klimaanlage,,,,,,,,10 Monate,,2000 km,,,ADA,0,,0,deny,manual,394,,FALSCH,WAHR
Fiat-Tipo-1-4-16V-Pop-Klimaanlage,,,,,,,,10 Monate,,2500 km,,,ADA,0,,0,deny,manual,412,,FALSCH,WAHR
Fiat-Tipo-1-4-16V-Pop-Klimaanlage,,,,,,,,11 Monate,,500 km,,,ADA,0,,0,deny,manual,340,,FALSCH,WAHR
Fiat-Tipo-1-4-16V-Pop-Klimaanlage,,,,,,,,11 Monate,,1000 km,,,ADA,0,,0,deny,manual,357,,FALSCH,WAHR
Fiat-Tipo-1-4-16V-Pop-Klimaanlage,,,,,,,,11 Monate,,1500 km,,,ADA,0,,0,deny,manual,375,,FALSCH,WAHR
Fiat-Tipo-1-4-16V-Pop-Klimaanlage,,,,,,,,11 Monate,,2000 km,,,ADA,0,,0,deny,manual,392,,FALSCH,WAHR
Fiat-Tipo-1-4-16V-Pop-Klimaanlage,,,,,,,,11 Monate,,2500 km,,,ADA,0,,0,deny,manual,409,,FALSCH,WAHR
Fiat-Tipo-1-4-16V-Pop-Klimaanlage,,,,,,,,12 Monate,,500 km,,,ADA,0,,0,deny,manual,338,,FALSCH,WAHR
Fiat-Tipo-1-4-16V-Pop-Klimaanlage,,,,,,,,12 Monate,,1000 km,,,ADA,0,,0,deny,manual,355,,FALSCH,WAHR
Fiat-Tipo-1-4-16V-Pop-Klimaanlage,,,,,,,,12 Monate,,1500 km,,,ADA,0,,0,deny,manual,373,,FALSCH,WAHR
Fiat-Tipo-1-4-16V-Pop-Klimaanlage,,,,,,,,12 Monate,,2000 km,,,ADA,0,,0,deny,manual,390,,FALSCH,WAHR
Fiat-Tipo-1-4-16V-Pop-Klimaanlage,,,,,,,,12 Monate,,2500 km,,,ADA,0,,0,deny,manual,407,,FALSCH,WAHR
